id,is_fraud
1552361,1
4569890,1
4294161,1
3226692,1
2399091,1
1379519,1
448822,1
5667093,1
395808,1
2801320,1
4043456,1
5568577,1
1979894,1
2579508,1
2680535,1
4067409,1
614521,1
5190989,1
5277237,1
3069823,1
3357818,1
5219863,1
1591290,1
3535026,1
1526634,1
1397257,1
1445051,1
2464121,1
5452544,1
2410716,1
1290557,1
4185311,1
1150855,1
1438912,1
2599880,1
2466693,1
4443489,1
4242032,1
5722502,1
25719,1
4239896,1
1659644,1
2548611,1
5332456,1
822519,1
5545055,1
4700997,1
3977583,1
2554059,1
3333248,1
1717784,1
4759024,1
3459118,1
2623585,1
1739866,1
5685285,1
4998027,1
1628930,1
3721272,1
339196,1
3604508,1
468541,1
4674678,1
5533092,1
4819207,1
4658870,1
348621,1
1414538,1
4488328,1
1597756,1
4916340,1
2083226,1
1715309,1
2226374,1
2146454,1
3108294,1
3356471,1
4872684,1
3033324,1
5562714,1
2858979,1
1298053,1
5106859,1
2180157,1
5023955,1
3672188,1
2951735,1
1760257,1
1689680,1
4558974,1
3516623,1
3848228,1
5300686,1
4347698,1
4298445,1
3864498,1
4542386,1
2892385,1
4145990,1
2679679,1
3803914,1
1525985,1
2827543,1
4844078,1
4465237,1
991167,1
2576399,1
2256602,1
1892603,1
3061977,1
4082983,1
3641571,1
5241858,1
3057803,1
3351525,1
4865962,1
5792293,1
2472841,1
5180414,1
1352633,1
805989,1
5498194,1
1909966,1
2731686,1
2925521,1
5102478,1
110723,1
3054665,1
1501874,1
3039540,1
4732570,1
4875114,1
3778492,1
4901107,1
1123925,1
4526730,1
499027,1
3293999,1
3326097,1
5188456,1
137210,1
4263345,1
4530892,1
2412972,1
670197,1
93685,1
4555402,1
256462,1
5786372,1
5250241,1
5177575,1
1020500,1
304130,1
506862,1
5360616,1
2913816,1
5609833,1
1011717,1
1206464,1
3278173,1
2399481,1
3298918,1
783122,1
1528150,1
413450,1
1639009,1
5620337,1
5733803,1
8033,1
5317691,1
1932499,1
2603283,1
3607643,1
2221774,1
4008105,1
5237245,1
4086455,1
4202707,1
2362668,1
2292773,1
3899417,1
4967610,1
5106105,1
85101,1
4841405,1
5705588,1
2541556,1
1810940,1
2086183,1
1377407,1
2133985,1
1308293,1
3447703,1
3449866,1
3340692,1
3363040,1
5420107,1
2742554,1
5264389,1
1340236,1
4046713,1
3947354,1
3056122,1
1735273,1
1628739,1
652516,1
5164940,1
467091,1
5175154,1
2328180,1
3716855,1
2763300,1
2838393,1
2096092,1
5780271,1
1109021,1
1700732,1
2471778,1
3961627,1
1767725,1
3694332,1
3734297,1
2828735,1
1084328,1
4053985,1
2492329,1
1341417,1
3620779,1
5317447,1
5348543,1
4587086,1
3337106,1
1392220,1
4661661,1
235613,1
3266442,1
2129125,1
912933,1
5145827,1
4967934,1
53586,1
503058,1
5613872,1
3116214,1
3515890,1
1714716,1
848756,1
5077028,1
3788629,1
691468,1
794709,1
2386415,1
4203055,1
245282,1
5003560,1
2417566,1
3061582,1
4748577,1
5054746,1
187415,1
960626,1
5383544,1
4600537,1
383558,1
605911,1
1284116,1
3748137,1
3302662,1
1437568,1
687079,1
837459,1
3250172,1
1351013,1
4770907,1
444155,1
4437789,1
2230877,1
5290277,1
306975,1
4622688,1
4622884,1
2205603,1
537255,1
5103221,1
1214597,1
4879710,1
5579073,1
1095609,1
1416933,1
4858543,1
1796253,1
810624,1
4845652,1
4345945,1
3666703,1
3112375,1
4147075,1
3926036,1
196162,1
3245906,1
3448173,1
775623,1
4863324,1
2175924,1
422418,1
3316462,1
3380637,1
1237385,1
5457793,1
705358,1
3293261,1
3607338,1
88132,1
4620184,1
2416336,1
1829133,1
1284380,1
2618681,1
3544608,1
3304373,1
2140856,1
4006537,1
873276,1
2400620,1
3185815,1
4902013,1
2583039,1
145225,1
5074819,1
5416502,1
2608611,1
547188,1
564114,1
4722187,1
5733977,1
4575204,1
4807035,1
395683,1
5356118,1
5553763,1
851428,1
3627332,1
1049091,1
5173188,1
1564307,1
3287610,1
2914614,1
4153710,1
3388162,1
1429810,1
567006,1
4461609,1
1840914,1
3095436,1
2616112,1
5102140,1
1887400,1
3617814,1
857853,1
4268667,1
3562853,1
3683816,1
993737,1
1649668,1
5766405,1
4247341,1
2762698,1
5117092,1
2882303,1
1344928,1
346773,1
804404,1
1233381,1
3876217,1
2584816,1
100775,1
4798347,1
4834835,1
3105025,1
938882,1
1307275,1
380475,1
2863237,1
941406,1
4646950,1
29951,1
543172,1
337280,1
4646421,1
5486963,1
1270657,1
1163816,1
724283,1
2003581,1
4745336,1
2973769,1
1032696,1
554486,1
742827,1
4575684,1
2785972,1
5159860,1
1949381,1
4686326,1
3574529,1
245682,1
4095473,1
2785497,1
3991316,1
2520325,1
4845773,1
4036362,1
2272397,1
4377312,1
396664,1
2211214,1
47366,1
3557246,1
2238977,1
2420816,1
4912478,1
975326,1
849845,1
3562504,1
5501723,1
358568,1
2093634,1
490959,1
3052228,1
4441239,1
5538771,1
511616,1
4169140,1
4571798,1
2222328,1
630423,1
3376812,1
527027,1
5728628,1
4005249,1
2032492,1
3520396,1
360384,1
696445,1
1235796,1
4835943,1
4503513,1
2745090,1
5386785,1
4072782,1
1487793,1
845107,1
1431251,1
4678207,1
3802091,1
3832490,1
4954274,1
5656911,1
2340737,1
2783774,1
4095029,1
80839,1
4323127,1
90767,1
3166438,1
4596935,1
3560169,1
4094433,1
2084759,1
3366124,1
4159159,1
3602824,1
711062,1
1979512,1
5381056,1
1757987,1
1840609,1
2726934,1
4738262,1
2881975,1
3993740,1
4012198,1
5414944,1
3897211,1
377746,1
1221167,1
4186271,1
58965,1
1136406,1
5055877,1
1088235,1
3299798,1
5505212,1
2790251,1
2730471,1
5031040,1
890596,1
2114390,1
4128468,1
4058917,1
2638487,1
5797972,1
3015787,1
2258674,1
5543661,1
1350815,1
1685226,1
4490054,1
5580932,1
1312371,1
1166072,1
165719,1
3521754,1
43338,1
5391506,1
2753198,1
4568764,1
4633297,1
1567354,1
2692233,1
2000834,1
474983,1
287846,1
3415113,1
2404163,1
2767722,1
2456731,1
2457647,1
4315971,1
2395222,1
3700808,1
3583492,1
4154247,1
148709,1
1059177,1
3703335,1
98190,1
4080530,1
1240133,1
4416962,1
1188889,1
1533172,1
3218405,1
3921280,1
2707315,1
4924309,1
3490028,1
2265444,1
796311,1
3016126,1
4050691,1
3161566,1
2269945,1
1334155,1
1240775,1
2859493,1
43457,1
3896744,1
2787138,1
343610,1
650013,1
3117563,1
4527349,1
4244284,1
2661687,1
2287301,1
1011612,1
485060,1
3189242,1
326089,1
144795,1
3455450,1
586876,1
3012539,1
1179594,1
4005555,1
5612225,1
5034651,1
4186398,1
2977280,1
2028633,1
5435560,1
3919560,1
3644128,1
5208675,1
4987450,1
4665695,1
3027344,1
4878038,1
2471016,1
2131742,1
2047520,1
761340,1
3909249,1
1327560,1
5242620,1
607400,1
3935758,1
4243148,1
568790,1
2321554,1
2571109,1
724889,1
4200319,1
789539,1
1447196,1
5038642,1
5443231,1
978908,1
3192961,1
2851862,1
5402898,1
5731661,1
4371748,1
1429862,1
2016184,1
1905232,1
3394077,1
414113,1
3647842,1
4823452,1
5211923,1
1101795,1
4360080,1
3093721,1
1884970,1
3486796,1
4181983,1
166073,1
3315680,1
1069294,1
2095618,1
522329,1
4602919,1
2943229,1
3079201,1
4309572,1
1285968,1
4422418,1
838481,1
4757834,1
2662097,1
4785550,1
3613462,1
694490,1
2057548,1
5496665,1
3940208,1
5465912,1
1834574,1
5671133,1
2792746,1
3707765,1
946231,1
3994792,1
3652624,1
4059064,1
31969,1
498239,1
1510278,1
4188369,1
3681306,1
495244,1
2477848,1
5634192,1
5446583,1
1844195,1
5638465,1
3021785,1
4360492,1
5687683,1
139491,1
688855,1
368566,1
1783903,1
3760268,1
1844470,1
2985082,1
91226,1
2924054,1
495874,1
3669018,1
4202344,1
1299777,1
359056,1
1091625,1
3839569,1
2964616,1
2920698,1
1463407,1
5793867,1
4827287,1
2455076,1
5105324,1
2777776,1
3147699,1
4370174,1
2076717,1
663728,1
2230664,1
5578099,1
2292388,1
1222796,1
3330084,1
3108279,1
2878084,1
3077212,1
2996772,1
1553922,1
4499764,1
352146,1
5650257,1
5562567,1
1077997,1
